chr,pos,cms_score,genes
chr10,8228674,6.48305,LINC00708
chr1,161955656,6.47854,ATF6 & NOS1AP & OLFML2B
chr19,56778234,6.47678,EDDM13 & GALP & ZSCAN5A & ZSCAN5B & ZSCAN5C
chr3,118253123,6.47648,LOC105374060
chr5,1844067,6.47462,CTD-2194D22.4 & IRX4 & LINC02116 & MRPL36 & NDUFS6
chr17,70428109,6.47462,LINC00673 & LINC02003
chr19,57407350,6.47341,MIMT1 & PEG3 & PEG3-AS1 & ZIM2 & ZIM2-AS1
chr16,62642846,6.4679,NONAME
chr1,176788394,6.46373,ASTN1 & PAPPA2
chr6,166700950,6.46025,LOC100289495 & LOC101929297 & MPC1 & PRR18 & SFT2D1
chr4,172128219,6.46025,MIR6082
chr14,96598695,6.45967,BDKRB2 & C14orf132
chr9,117257846,6.45848,ATP6V1G1 & WHRN
chr7,29767480,6.45848,DPY19L2P3 & LOC646762 & MIR550A3 & WIPF3 & ZNRF2P2
chr7,27596465,6.45848,HIBADH & TSL
chr2,32012421,6.45848,LINC01946 & MEMO1
chr19,48680249,6.45848,CARD8 & CARD8-AS1 & LIG1 & PLA2G4C & ZNF114 & ZSWIM9
chr11,121778571,6.45848,NONAME
chr12,73163463,6.45774,NONAME
chr1,216054920,6.45771,USH2A
chr11,7245475,6.45734,MIR302E & SYT9
chr4,77024534,6.45556,ART3 & CXCL10 & CXCL11 & CXCL9 & LOC101928809 & NUP54 & SCARB2
chr8,35024364,6.45407,UNC5D
chr7,19748769,6.45407,MIR3146 & TMEM196 & TWISTNB
chr6,150335143,6.45407,LOC105378052 & RAET1E-AS1 & RAET1G & RAET1K & RAET1L & ULBP1 & ULBP2 & ULBP3
chr5,25437196,6.45407,NONAME
chr4,117076332,6.45407,NONAME
chr20,9802796,6.45407,PAK5
chr18,8923092,6.45407,MTCL1
chr17,57106185,6.45407,PPM1E & SKA2 & TRIM37
chr17,12636395,6.45407,ARHGAP44 & LINC00670 & LOC100128006 & LOC101928418 & MYOCD
chr15,99951910,6.45407,LRRC28
chr15,70454872,6.45407,MIR629 & TLE3
chr11,90472781,6.45407,DISC1FP1
chr11,27696743,6.45407,BDNF & BDNF-AS & LINC00678
chr10,57705421,6.45407,NONAME
chr2,142506366,6.45312,LRP1B
chr6,64977136,6.44937,EYS
chr5,90329458,6.44937,ADGRV1
chr2,167641902,6.44937,NONAME
chr11,108484818,6.44937,DDX10 & EXPH5
chr14,46759568,6.4487,LINC00871
chr7,133491069,6.44816,EXOC4 & LOC101928861
chr22,50063614,6.44816,C22orf34
chr19,12669655,6.44522,MAN2B1 & ZNF490 & ZNF564 & ZNF709 & ZNF791
chr8,20121441,6.44304,ATP6V1B2 & LZTS1 & LZTS1-AS1 & SLC18A1
chr10,48453200,6.44183,GDF10 & GDF2 & RBP3 & ZNF488
chr1,58783853,6.44183,DAB1
chr7,68124614,6.44131,NONAME
chr22,42538669,6.44129,CYP2D6 & LOC101929829 & NAGA & NDUFA6 & NDUFA6-DT & PHETA2 & SMDT1 & TCF20
chr4,122149001,6.44039,TNIP3
chr6,78180535,6.43943,HTR1B
chr6,78439179,6.43809,MEI4
chr5,106783105,6.43809,EFNA5
chr5,489716,6.43563,AHRR & EXOC3 & EXOC3-AS1 & MIR4456 & PP7080 & SLC9A3 & SLC9A3-AS1
chr2,27458790,6.43104,ATRAID & CAD & DNAJC5G & GTF3C2 & GTF3C2-AS1 & MPV17 & PRR30 & SLC30A3 & SLC5A6 & TCF23 & TRIM54 & UCN
chr10,59243761,6.43035,NONAME
chr16,8761245,6.42978,ABAT & METTL22
chr16,89170421,6.42445,ACSF3 & CDH15 & LINC00304 & LINC02138 & SLC22A31
chr5,92017838,6.42176,NONAME
chr20,10671782,6.42176,JAG1 & LINC01752 & MIR6870 & SLX4IP
chr13,70999538,6.42176,NONAME
chr10,124293582,6.42176,ARMS2 & DMBT1 & HTRA1
chr19,11767362,6.42116,ACP5 & ELOF1 & ZNF627 & ZNF823 & ZNF833P
chr13,33866133,6.42116,LINC02344 & STARD13 & STARD13-AS
chr8,132598387,6.41914,NONAME
chr16,82342304,6.41914,NONAME
chr6,114741868,6.4166,HDAC2-AS2
chr4,189676789,6.4166,LINC02508
chr17,65633567,6.41149,NOL11 & PITPNC1
chr1,108021758,6.41149,NTNG1 & VAV3
chr9,90213762,6.40578,DAPK1 & DAPK1-IT1
chr8,109624930,6.40519,TMEM74
chr6,9289075,6.40512,NONAME
chr6,122455832,6.40512,NONAME
chr4,181921938,6.40512,LINC00290
chr4,10865795,6.40512,NONAME
chr12,5214460,6.40512,KCNA5
chr11,86469990,6.40512,ME3 & OR7E2P & PRSS23
chr22,21315708,6.39899,AIFM3 & CRKL & LINC01637 & LRRC74B & LZTR1 & MIR649 & P2RX6 & P2RX6P & SLC7A4 & SNAP29 & THAP7 & THAP7-AS1 & TUBA3FP
chr1,7151479,6.39886,CAMTA1
chr7,18189670,6.39825,HDAC9 & MIR1302-6
chr7,146731727,6.39825,CNTNAP2 & LOC101928700
chr5,44268215,6.39329,FGF10
chr17,1265325,6.3906,BHLHA9 & CRK & TRARG1 & YWHAE
chr12,110169146,6.3906,FAM222A & FAM222A-AS1 & TRPV4
chr14,29869330,6.39014,NONAME
chr20,36604698,6.38844,RPRD1B & TTI1 & VSTM2L
chr1,49396826,6.38722,AGBL4
chr10,71076335,6.38603,HK1 & HKDC1 & LOC101928994 & TACR2
chr18,20146740,6.38302,NONAME
chr1,73661784,6.38284,NONAME
chr9,105848789,6.38079,CYLC2 & LINC01492
chr4,11427832,6.38079,HS3ST1 & MIR572
chr9,112600972,6.37446,PALM2 & PALM2-AKAP2
chr17,75539771,6.37431,LOC100507351 & LOC400622 & SEPT9
chr14,92460763,6.37431,ATXN3 & FBLN5 & TRIP11
chr6,57085626,6.37384,BAG2 & LOC100506188 & PRIM2 & RAB23 & ZNF451 & ZNF451-AS1
chr21,45876716,6.37384,KRTAP10-1 & KRTAP10-2 & LINC02575 & LRRC3 & LRRC3-DT & TRPM2 & TRPM2-AS & TSPEAR & TSPEAR-AS1 & TSPEAR-AS2
chr17,60190630,6.37176,MED13
chr3,46390172,6.37078,CCR2 & CCR3 & CCR5 & CCRL2 & LINC02009 & LOC102724297 & LTF
chr3,104948130,6.37078,NONAME
chr16,4065613,6.37078,ADCY9 & LOC102724927
chr12,87884801,6.37078,NONAME
chr9,81712695,6.37016,LOC101927450
chr17,60214389,6.37016,MED13
chr17,55004694,6.36951,C17orf67 & COIL & DGKE & MIR3614 & MTVR2 & SCPEP1 & TRIM25
chr10,17140335,6.36687,CUBN & TRDMT1
chr2,114894687,6.36542,NONAME
chr16,14378042,6.36542,LINC02130 & MIR193B & MIR193BHG & MIR365A & MRTFB
chr10,64350533,6.36542,ZNF365
chr13,99975333,6.36291,FKSG29 & GPR18 & GPR183 & MIR623 & UBAC2
chr4,9860579,6.36261,DRD5 & SLC2A9
chr7,13409920,6.36247,NONAME
chr10,90894233,6.35964,CH25H & LIPA & MIR4679-1 & MIR4679-2
chr12,127196177,6.35881,LINC00943 & LINC00944 & LOC100996671
chr10,31716705,6.35881,ZEB1
chr19,55712541,6.35865,BRSK1 & DNAAF3 & HSPBP1 & MIR6802 & MIR6803 & MIR6804 & MIR7975 & PPP1R12C & PPP6R1 & PTPRH & SYT5 & TMEM86B & TNNI3 & TNNT1
chr15,72049764,6.35865,MYO9A & NR2E3 & THSD4 & THSD4-AS2
chr4,126392486,6.35667,FAT4 & MIR2054
chr10,4454282,6.35315,LINC00703
chr14,55894478,6.35043,ATG14 & FBXO34 & TBPL2
chr15,54855854,6.34954,UNC13C
chr4,10505462,6.34794,CLNK & ZNF518B
chr3,13869186,6.34766,LINC00620 & WNT7A
chr6,13787316,6.34761,MCUR1 & RANBP9
chr4,7285445,6.34761,MIR4798 & SORCS2
chr3,62369677,6.34761,C3orf14 & CADPS & FEZF2 & PTPRG & PTPRG-AS1
chr18,25752582,6.34669,CDH2
chr2,224230617,6.34628,NONAME
chr17,72040153,6.34628,NONAME
chr15,25955429,6.34628,ATP10A
chr2,64647281,6.3437,LGALSL & LINC01805 & MIR4433A & MIR4433B
chr9,115150393,6.34323,C9orf147 & HSDL2 & KIAA1958 & PTBP3
chr8,33263514,6.34323,FUT10 & MAK16 & TTI2
chr9,10616298,6.34094,PTPRD & PTPRD-AS2
chr5,79327855,6.34094,CTD-2201I18.1 & LINC01455 & MTX3 & SERINC5 & THBS4
chr18,41264125,6.34094,NONAME
chr14,78786133,6.34094,NRXN3
chr5,59400953,6.33654,PDE4D
chr7,38344048,6.33469,AMPH & STARD3NL & TARP & TRG-AS1
chr13,60421219,6.33469,DIAPH3
chr12,117347885,6.33469,FBXW8 & HRK & LOC100506551 & RNFT2
chr6,160584214,6.33404,IGF2R & LOC729603 & SLC22A1 & SLC22A2
chr4,33612363,6.33327,NONAME
chr3,183189632,6.33158,KLHL6 & KLHL6-AS1 & LINC00888 & MCF2L2 & SNORA63D & SNORA63E
chr8,81605047,6.33139,ZNF704
chr6,130079152,6.33139,ARHGAP18 & TMEM244
chr2,233039253,6.33139,DIS3L2
chr17,68860846,6.33139,NONAME
chr1,57014289,6.33139,LOC101929935 & PLPP3 & PRKAA2
chr7,5373096,6.33042,LOC100129484 & SLC29A4 & TNRC18 & WIPI2
chr6,65813060,6.33042,EYS
chr3,195751633,6.33042,SDHAP1 & TFRC
chr17,33336914,6.32931,CCT6B & LIG3 & RAD51D & RAD51L3-RFFL & RFFL & ZNF830
chr14,74806481,6.32931,ABCD4 & SYNDIG1L & VRTN & VSX2
chr6,139227806,6.32671,ECT2L & REPS1
chr4,12851061,6.32637,NONAME
chr2,22477623,6.32637,NONAME
chr19,56806350,6.32637,EDDM13 & ZNF542P & ZNF582 & ZNF582-AS1 & ZSCAN5A & ZSCAN5C
chr10,86161585,6.32637,CCSER2
chr3,129053615,6.32572,COPG1 & EFCAB12 & H1FX & H1FX-AS1 & HMCES & MBD4 & MIR6826 & RPL32P3 & SNORA7B
chr18,49964562,6.32572,DCC
chr5,123152792,6.32521,NONAME
chr10,67344031,6.32339,LINC01515
chr9,37452143,6.31944,FBXO10 & GRHPR & POLR1E & ZBTB5 & ZCCHC7
chr4,147076578,6.31944,LINC01095 & LSM6 & REELD1 & SLC10A7
chr2,182546908,6.31944,CERKL & NEUROD1
chr14,101618292,6.31944,LINC02285 & MEG9 & MIR134 & MIR154 & MIR323B & MIR369 & MIR377 & MIR382 & MIR409 & MIR410 & MIR412 & MIR485 & MIR487A & MIR496 & MIR541 & MIR656 & MIR668
chr21,28152270,6.318,ADAMTS1
chr2,49815917,6.31618,NONAME
chr1,82179353,6.31604,ADGRL2
chr15,24048452,6.31074,NONAME
chr14,90853575,6.31057,CALM1 & LINC00642 & LINC02317 & NRDE2
chr12,11134494,6.31057,PRH1 & PRH1-PRR4 & PRH1-TAS2R14 & PRH2 & TAS2R13 & TAS2R14 & TAS2R19 & TAS2R20 & TAS2R31 & TAS2R46 & TAS2R50
chr20,11675590,6.30954,NONAME
chr15,70240939,6.30812,TLE3
chr1,38920095,6.30499,LINC01685
chr13,107067183,6.30403,EFNB2 & LINC00460
chr10,55118824,6.30355,NONAME
chr4,5941735,6.30235,C4orf50 & CRMP1 & JAKMIP1 & MIR378D1
chr2,33630693,6.30163,LTBP1 & MIR4430 & RASGRP3
chr9,127594573,6.29995,ARPC5L & GOLGA1 & NR6A1 & OLFML2A & RPL35 & WDR38
chr5,91330979,6.29961,NONAME
chr12,128647382,6.29961,LINC02368 & LINC02369
chr10,34092175,6.29961,LINC00838
chr10,107985705,6.29814,LOC105378470
chr6,89998039,6.29343,GABRR1 & GABRR2 & RRAGD & UBE2J1
chr8,144515885,6.29235,MAFA & MAFA-AS1 & RHPN1 & RHPN1-AS1 & SNORD149 & TOP1MT & ZC3H3
chr5,163241440,6.29235,NONAME
chr4,21703026,6.29235,KCNIP4 & LOC105374516
chr15,100630639,6.29235,ADAMTS17
chr4,40375653,6.2919,CHRNA9 & LINC02265 & RBM47
chr2,56880917,6.2919,NONAME
chr2,38500959,6.2919,ATL2 & CYP1B1-AS1
chr18,49273487,6.28669,NONAME
chr2,232590718,6.28474,COPS7B & MIR1244-1 & MIR1244-2 & MIR1244-3 & MIR1244-4 & PDE6D & PTMA
chr16,24592604,6.27893,LINC01567 & RBBP6 & TNRC6A
chr17,32745024,6.27814,CCL1 & CCL13 & CCL8
chr5,161812558,6.27504,NONAME
chr4,7591625,6.27504,SORCS2
chr14,90370588,6.27504,EFCAB11 & TDP1
chr2,240855755,6.27444,MIR4786 & NDUFA10
chr2,233961781,6.27444,INPP5D & LOC101928881 & NEU2 & NGEF
chr15,100518631,6.27444,ADAMTS17 & LOC400464
chr10,120167828,6.27444,FAM204A & LINC00867
chr19,57810202,6.27395,AURKC & TRAPPC2B & ZNF264 & ZNF304 & ZNF460 & ZNF460-AS1 & ZNF543 & ZNF547 & ZNF548 & ZNF805
chr1,41334576,6.27359,CITED4 & KCNQ4 & NFYC
chr9,77212629,6.272,RORB & RORB-AS1
chr8,67739147,6.272,C8orf44-SGK3 & MCMDC2 & PTTG3P & SGK3 & SNHG6 & SNORD87
chr5,137395104,6.272,BRD8 & FAM13B & LOC100130172 & NME5 & WNT8A
chr2,125555164,6.272,CNTNAP5
chr17,47979147,6.272,DLX3 & DLX4 & FLJ45513 & KAT7 & TAC4
chr14,45506857,6.272,FANCM & FKBP3 & KLHL28 & PRPF39 & SNORD127 & TOGARAM1
chr4,58207032,6.27155,LINC02380
chr18,20262294,6.26881,LOC101927571
chr7,43462291,6.26732,HECW1 & LUARIS
chr2,860229,6.26732,LINC01115 & LINC01939 & SNTG2 & SNTG2-AS1
chr17,65286207,6.26732,HELZ & LOC101928021 & PITPNC1 & PSMD12
chr18,8325210,6.26597,LOC100192426 & PTPRM
chr14,102600166,6.26597,DYNC1H1 & HSP90AA1 & MOK & WDR20
chr8,15325684,6.26516,TUSC3
chr7,91516907,6.26516,AKAP9 & MTERF1
chr4,10761459,6.26516,CLNK
chr1,46454985,6.26516,LOC110117498-PIK3R3 & MAST2 & PIK3R3
chr1,246041086,6.26516,SMYD3
chr22,25223623,6.26501,PIWIL3 & SGSM1 & TOP1P2
chr12,94523693,6.26448,PLXNC1
chr12,104643964,6.26448,EID3 & TXNRD1
chr7,65074870,6.26405,INTS4P2 & LOC101929322 & LOC441242
chr11,84946753,6.26405,DLG2
chr11,61306747,6.26405,LOC101927495 & LRRC10B & MIR4488 & PPP1R32 & RPLP0P2 & SDHAF2 & SYT7
chr11,17399731,6.26405,ABCC8 & KCNJ11 & NCR3LG1 & NUCB2
chr9,89057776,6.26344,TUT7
chr6,72461224,6.26344,NONAME
chr15,36990789,6.26291,C15orf41
chr12,32251181,6.26182,BICD1
chr12,62548737,6.25948,FAM19A2
chr5,6204428,6.25881,NONAME
chr9,81462178,6.25703,NONAME
chr6,151432892,6.25703,LOC102723831 & MTHFD1L
chr11,85780073,6.25703,PICALM
chr10,19033057,6.25703,ARL5B & NSUN6
chr8,108806487,6.25615,NONAME
chr11,86019782,6.25615,CCDC81 & EED & HIKESHI & MIR6755
chr1,248129689,6.25615,OR2AJ1 & OR2AK2 & OR2L13 & OR2L1P & OR2L2 & OR2L3 & OR2L5 & OR2L8 & OR2T8 & OR2W3 & TRIM58
chr7,33605613,6.25464,BBS9
chr6,34644863,6.25464,C6orf106 & LOC101929243 & SNRPC
chr2,190827023,6.25464,MSTN & PMS1
chr15,97337136,6.25003,SPATA8 & SPATA8-AS1
chr6,70988980,6.2498,COL19A1 & COL9A1
chr6,166859649,6.2498,LOC100289495 & MIR1913 & MPC1 & RPS6KA2 & RPS6KA2-IT1
chr5,170902275,6.2498,FGF18 & MIR3912 & NPM1
chr5,105871361,6.2498,NONAME
chr13,49473815,6.2498,FNDC3A
chr1,107478785,6.2498,LINC01661
chr12,15263753,6.24933,RERG & RERG-AS1
chr6,39244214,6.24876,KCNK16 & KCNK17 & KCNK5 & KIF6
chr2,224927844,6.24782,MRPL44 & SERPINE2
chr16,77597727,6.24553,NONAME
chr7,25452070,6.24477,NONAME
chr12,104007267,6.24477,LINC02401 & STAB2
chr5,169704002,6.24117,C5orf58 & KCNIP1 & LCP2 & LINC01187 & LINC01366 & LOC100128059
chr16,50913162,6.24117,CYLD & LINC02168
chr9,97362296,6.23554,FBP1 & FBP2 & PCAT7
chr16,86689426,6.23554,FLJ30679 & FOXC2 & FOXC2-AS1 & FOXL1 & LINC02188 & LINC02189
chr9,107817821,6.23318,NONAME
chr7,147148456,6.23318,CNTNAP2 & MIR548F4
chr5,137422740,6.23318,BRD8 & FAM13B & KIF20A & LOC100130172 & NME5 & WNT8A
chr11,98067826,6.23318,NONAME
chr10,131824312,6.23318,C10orf143 & CTAGE7P & EBF3
chr1,78272992,6.23318,MIGA1 & NEXN & NEXN-AS1 & USP33
chr9,104988993,6.23221,NONAME
chr2,98896807,6.2294,CNGA3 & VWA3B
chr5,111311804,6.22912,NREP & NREP-AS1
chr16,52377770,6.22912,CASC22 & TOX3
chr13,35327771,6.22912,NONAME
chr6,123716251,6.22863,TRDN & TRDN-AS1
chr3,99403730,6.22622,COL8A1 & MIR548G
chr21,31249235,6.22622,GRIK1
chr9,138635507,6.22518,CAMSAP1 & KCNT1 & LCN9 & SOHLH1
chr5,124137581,6.22518,ZNF608
chr10,80021895,6.22518,LINC00595 & LINC00856
chr7,40431102,6.2213,SUGCT
chr4,105374592,6.2213,CXXC4 & CXXC4-AS1
chr21,23970309,6.2213,NONAME
chr18,54093844,6.2213,NONAME
chr16,20211311,6.2213,NONAME
chr14,25987427,6.2213,NONAME
chr11,83961660,6.2213,DLG2
chr10,97922410,6.2213,BLNK & ENTPD1-AS1 & MIR3157 & ZNF518A
chr10,80302745,6.2213,NONAME
chr1,202775658,6.22065,KDM5B & KLHL12 & LOC148709 & MGAT4EP & PCAT6 & RABIF & SYT2
chr3,62663342,6.22047,CADPS
chr2,100887393,6.2204,LINC01104 & LONRF2
chr6,152722228,6.218,SYNE1 & SYNE1-AS1
chr17,31483348,6.218,ASIC2
chr8,2761488,6.21565,CSMD1
chr5,56313489,6.21298,MIER3 & SETD9
chr2,76930858,6.20951,LRRTM4
chr5,41231744,6.20657,C6 & PLCXD3
chr3,129311820,6.20657,H1FOO & IFT122 & PLXND1 & RHO & TMCC1
chr9,3971094,6.20639,GLIS3 & GLIS3-AS1
chr12,128531821,6.20639,LINC00507 & LINC00508 & LINC02368 & LINC02369 & LINC02441
chr7,37102715,6.20524,ELMO1 & ELMO1-AS1
chr9,139813694,6.20144,ABCA2 & AJM1 & C8G & CLIC3 & EDF1 & FBXW5 & LCN12 & LCNL1 & MAMDC4 & MIR4292 & MIR4479 & PAXX & PHPT1 & PRR31 & PTGDS & RABL6 & TRAF2
chr3,195966258,6.20003,LINC00885 & PCYT1A & SLC51A & TCTEX1D2 & TM4SF19 & TM4SF19-AS1 & TM4SF19-TCTEX1D2 & ZDHHC19
chr13,50359564,6.20003,EBPL & KPNA3
chr9,96129132,6.19802,C9orf129 & FAM120A & FAM120AOS & WNK2
chr2,61583635,6.19785,SNORA70B & USP34
chr2,43436501,6.19775,LINC01126 & THADA & ZFP36L2
chr3,107664331,6.19127,CD47 & LINC00635 & LINC00636
chr6,76669842,6.19048,IMPG1 & MYO6
chr11,63691979,6.18605,COX8A & MACROD1 & MARK2 & NAA40 & OTUB1 & RCOR2 & SPINDOC
chr4,7863508,6.18519,AFAP1 & AFAP1-AS1 & LOC389199
chr10,95657050,6.18519,LGI1 & PIPSL & PLCE1 & SLC35G1
chr7,80601979,6.18511,SEMA3C
chr7,80596877,6.18511,SEMA3C
chr3,19318624,6.18294,KCNH8 & MIR4791
chr6,33982527,6.18242,GRM4 & MIR1275
chr4,81540458,6.18242,CFAP299
chr3,112804910,6.18242,GTPBP8 & LINC02044 & NEPRO
chr13,24118083,6.18212,LINC00327 & TNFRSF19
chr17,27560726,6.18039,CRYBA1 & MYO18A & NUFIP2
chr5,77647764,6.17978,AP3B1 & SCAMP1 & SCAMP1-AS1
chr7,47485884,6.17915,SNORD151 & TNS3
chr2,25077856,6.17915,ADCY3 & CENPO & DNAJC27 & NCOA1 & PTRHD1
chr2,165491225,6.17762,COBLL1 & GRB14 & SNORA70F
chr7,10845857,6.17737,LOC100131472 & MGC4859
chr2,35358002,6.17658,NONAME
chr15,46860222,6.17658,NONAME
chr1,150996230,6.17658,ANXA9 & BNIPL & C1orf56 & CDC42SE1 & CERS2 & GABPB2 & MINDY1 & MLLT11 & PRUNE1 & SETDB1
chr8,128094460,6.17614,PCAT1 & PCAT2 & PRNCR1
chr1,9011722,6.17614,CA6 & ENO1 & ENO1-AS1 & MIR6728 & SLC2A5 & SLC2A7
chr6,65603238,6.17361,EYS
chr3,176913617,6.16911,LINC00501 & TBL1XR1
chr2,138845257,6.16911,HNMT & LINC01832
chr17,56483466,6.16911,HSF5 & MIR142 & MIR4736 & MTMR4 & RNF43 & SUPT4H1 & TSPOAP1 & TSPOAP1-AS1
chr9,11194052,6.1668,NONAME
chr8,122331431,6.1668,NONAME
chr4,180320431,6.1668,NONAME
chr4,109090198,6.1668,LEF1 & LEF1-AS1
chr3,109728092,6.1668,NONAME
chr18,67513581,6.1668,CD226 & DOK6
chr10,58610132,6.1668,NONAME
chr10,25234085,6.1668,ENKUR & PRTFDC1 & THNSL1
chr1,96949269,6.1668,NONAME
chr4,27480923,6.16537,NONAME
chr1,222800632,6.16236,AIDA & BROX & HHIPL2 & MIA3 & TAF1A & TAF1A-AS1
chr1,222797173,6.16236,AIDA & BROX & HHIPL2 & MIA3 & TAF1A & TAF1A-AS1
chr3,141186287,6.16117,RASA2 & ZBTB38
chr9,122733234,6.1604,LINC01613
chr22,38684395,6.1604,CSNK1E & MAFF & SNORA92 & TMEM184B & TPTEP2 & TPTEP2-CSNK1E
chr2,88957852,6.1604,EIF2AK3 & EIF2AK3-DT & LOC101928371 & RPIA
chr14,24270992,6.1596,NONAME
chr10,97791761,6.1596,CC2D2B & CCNJ & ENTPD1-AS1 & MIR3157 & ZNF518A
chr2,36240477,6.15882,NONAME
chr2,167203527,6.15882,SCN1A-AS1 & SCN7A & SCN9A
chr13,69606198,6.15882,NONAME
chr3,120025954,6.15771,FSTL1 & GPR156 & LRRC58 & MIR198
chr11,22396882,6.15771,ANO5 & LINC01495 & SLC17A6
chr5,20930654,6.15665,LINC02241
chr13,67649599,6.15649,PCDH9 & PCDH9-AS3 & PCDH9-AS4
chr1,206846540,6.15367,DYRK3 & EIF2D & IL10 & MAPKAPK2 & RASSF5
chr4,36782265,6.15278,NONAME
chr6,145207744,6.1519,UTRN
chr5,53492157,6.15113,ARL15
chr2,9506019,6.15086,ASAP2 & CPSF3 & ITGB1BP1
chr20,41669260,6.15016,LOC101927138 & PTPRT
chr9,9150571,6.1492,PTPRD
chr9,20100286,6.14785,NONAME
chr1,56586056,6.14785,NONAME
chr3,186115479,6.14605,DGKG & LINC02020 & LINC02052
chr1,45509967,6.14605,EIF2B3 & HECTD3 & UROD & ZSWIM5
chr6,85746683,6.14277,NONAME
chr3,19795160,6.14277,NONAME
chr2,233644163,6.14277,EFHD1 & GIGYF2 & KCNJ13 & NGEF & SNORC
chr1,31049688,6.14277,NONAME
chr6,85935173,6.14247,NONAME
chr6,152456463,6.14247,ESR1 & MIR3163 & SYNE1
chr5,71463837,6.14247,MAP1B & MIR4803 & MRPS27
chr4,77484368,6.14247,MIR4450 & MIR548AH & SHROOM3
chr4,32894634,6.14247,NONAME
chr4,145604991,6.14247,HHIP & HHIP-AS1
chr1,246827921,6.14247,CNST & SCCPDH & TFB2M
chr3,134652365,6.14051,EPHB1
chr2,221269416,6.13587,NONAME
chr19,52284849,6.13587,FPR1 & FPR2 & FPR3 & HAS1 & MIR125A & MIR99B & MIRLET7E & SPACA6 & SPACA6P-AS & ZNF577
chr9,8232486,6.13418,PTPRD
chr2,117142877,6.13401,NONAME
chr8,80845285,6.13389,LOC101927040 & MRPS28
chr16,35069526,6.13354,LINC02167
chr7,70812725,6.13249,GALNT17 & MIR3914-1 & MIR3914-2
chr1,244812226,6.12895,CATSPERE & DESI2
chr5,105673460,6.12719,NONAME
chr18,76970327,6.12719,ATP9B
chr3,170987391,6.12588,TNIK
chr15,70808843,6.12588,LINC02204 & LINC02205 & SALRNA3
chr1,23949260,6.12588,E2F2 & ID3 & LOC101928163 & MDS2 & RPL11
chr1,200785446,6.12588,CAMSAP2 & GPR25 & INAVA
chr7,50152754,6.12535,SPATA48 & ZPBP
chr20,1792416,6.12489,LOC100289473 & SIRPA
chr6,54432752,6.12476,NONAME
chr5,65616596,6.12263,NONAME
chr14,22973611,6.12141,ABHD4 & DAD1 & LINC02332 & LOC105370401
chr1,54046217,6.12141,GLIS1
chr14,69436917,6.119,ACTN1 & ACTN1-AS1 & DCAF5
chr19,53700846,6.11814,BIRC8 & FAM90A27P & VN1R2 & VN1R4 & ZNF160 & ZNF347 & ZNF415 & ZNF665 & ZNF677 & ZNF818P
chr14,37118092,6.11753,NKX2-8 & PAX9 & SLC25A21
chr2,211359851,6.11732,CPS1 & LANCL1 & LANCL1-AS1
chr1,17892396,6.11732,ARHGEF10L
chr20,9404475,6.11612,LAMP5 & LAMP5-AS1 & PLCB4
chr20,32233817,6.11612,ACTL10 & C20orf144 & CBFA2T2 & E2F1 & NECAB3 & PXMP4 & ZNF341
chr13,38345556,6.11368,TRPC4
chr4,176222774,6.11312,NONAME
chr1,69220746,6.11175,NONAME
chr2,46977893,6.1104,LINC01118 & LINC01119 & SOCS5
chr8,144996111,6.10931,EPPK1 & GRINA & MIR661 & MIR6845 & NRBP2 & PARP10 & PLEC & PUF60 & SCRIB & SPATC1
chr8,142940880,6.10931,MIR1302-7
chr7,140579538,6.10931,BRAF
chr21,29877072,6.10931,LINC00161
chr8,117670274,6.10818,EIF3H & LOC105375713
chr4,182078069,6.10818,LINC00290
chr14,81615992,6.10818,GTF2A1 & LOC101928504 & SNORA79 & TSHR
chr4,60866349,6.10577,NONAME
chr3,12497684,6.10145,MKRN2OS & PPARG & TSEN2
chr12,101399352,6.09927,ANO4
chr8,80512368,6.09307,STMN2
chr4,48360284,6.09307,SLAIN2 & TEC
chr3,186703672,6.09307,ST6GAL1
chr20,20368840,6.09307,CFAP61 & INSM1 & RALGAPA2
chr2,142752807,6.09307,LRP1B
chr12,102973318,6.09307,IGF1
chr1,95030263,6.09307,ABCD3 & F3 & SLC44A3-AS1
chr1,177760154,6.09307,LINC01741
chr2,83894631,6.09285,NONAME
chr17,13539404,6.09285,HS3ST3A1
chr7,104517467,6.09119,LHFPL3 & LHFPL3-AS1 & LHFPL3-AS2
chr16,73818662,6.09119,NONAME
chr16,3413749,6.08972,LINC00921 & MTRNR2L4 & NAA60 & OR2C1 & TIGD7 & ZNF174 & ZNF263 & ZNF597 & ZNF75A & ZSCAN32
chr21,29486568,6.08874,LINC00314 & LINC01695 & LINC01697
chr14,57281154,6.08874,OTX2 & OTX2-AS1
chr1,98375448,6.08731,DPYD & LINC01930 & MIR137HG
chr5,18087488,6.08272,NONAME
chr4,157917381,6.08264,GLRB & PDGFC
chr19,34431455,6.08264,NONAME
chr1,15324531,6.08264,KAZN
chr8,132789352,6.08057,NONAME
chr9,27991229,6.07837,LINGO2
chr7,55906174,6.07837,SEPT14 & ZNF713
chr6,155765028,6.07837,LOC105378068 & NOX3
chr4,16261438,6.07837,TAPT1 & TAPT1-AS1
chr4,134512348,6.07837,NONAME
chr3,141876172,6.07837,GK5 & TFDP2
chr2,40649541,6.07837,SLC8A1
chr2,206656142,6.07837,NRP2
chr19,17172767,6.07837,CPAMD8 & HAUS8 & MYO9B & SNORA118
chr11,98203255,6.07837,NONAME
