"chr","pos","cms_score","genes","bin"
"chr2",102015752,6.54753,"CREG2 & MIR5696 & RFX8 & RNF149","511"
"chr1",169737085,6.54683,"C1orf112 & METTL18 & SCYL3 & SELE & SELL","849"
"chr2",37047774,6.54605,"STRN & VIT","186"
"chr15",78164594,6.54605,"LINGO1 & LOC440292 & LOC645752","391"
"chr2",9376360,6.54333,"ASAP2","47"
"chr15",36232698,6.54288,"DPH6-DT & MIR4510","182"
"chr13",74608626,6.54278,"KLF12","374"
"chr11",14165120,6.54263,"SPON1","71"
"chr5",63813396,6.54082,"RGS7BP","320"
"chr3",40495151,6.53469,"ENTPD3 & ENTPD3-AS1 & RPL14 & ZNF619 & ZNF620 & ZNF621","203"
"chr10",56804068,6.53469,"PCDH15","285"
"chr11",80395507,6.53398,"LOC101928944","402"
"chr7",155569983,6.53112,"RBM33 & SHH","778"
"chr6",67939994,6.53112,"NONAME","340"
"chr7",18705964,6.5278,"HDAC9","94"
"chr3",155666910,6.5278,"GMPS & SLC33A1","779"
"chr3",11639162,6.5278,"ATG7 & VGLL4","59"
"chr17",26827495,6.5278,"ALDOC & FOXN1 & PIGS & SARM1 & SLC13A2 & SLC46A1 & SPAG5 & SPAG5-AS1 & UNC119","135"
"chr12",97718165,6.5278,"NONAME","489"
"chr1",98575333,6.52631,"MIR137 & MIR137HG & MIR2682","493"
"chr13",112158851,6.5261,"LINC02337","561"
"chr15",39722870,6.52606,"NONAME","199"
"chr16",15935612,6.52589,"FOPNL & MYH11","80"
"chr18",12899881,6.52374,"CEP192 & PTPN2 & SEH1L","65"
"chr10",33974452,6.52322,"LINC00838","170"
"chr1",36943655,6.52278,"CSF3R & LSM10 & MRPS15 & OSCP1 & SNORA63C & STK40","185"
"chr7",96455110,6.52181,"NONAME","483"
"chr5",138095643,6.52181,"CTNNA1 & LOC105379194","691"
"chr13",79477845,6.52181,"LINC00331","398"
"chr7",35214569,6.51948,"DPY19L2P1 & TBX20","177"
"chr11",7547086,6.51948,"LOC100506258 & OLFML1 & PPFIBP2 & SYT9","38"
"chr15",59889893,6.51832,"BNIP2 & FAM81A & GCNT3 & GTF2A2","300"
"chr16",76012124,6.51361,"NONAME","381"
"chr8",31382784,6.51298,"NONAME","157"
"chr6",68280346,6.51298,"NONAME","342"
"chr6",127446249,6.51298,"RSPO3","638"
"chr5",103641939,6.51298,"NONAME","519"
"chr4",2788671,6.51298,"ADD1 & FAM193A & SH3BP2 & TNIP2","14"
"chr22",27898940,6.51298,"NONAME","140"
"chr2",1079442,6.51298,"SNTG2","6"
"chr2",105195254,6.51298,"LINC01102 & LINC01103","526"
"chr16",86977882,6.51298,"NONAME","435"
"chr3",7309658,6.51273,"GRM7","37"
"chr19",56073411,6.51244,"CCDC106 & FIZ1 & NAT14 & SBK2 & SBK3 & SSC5D & U2AF2 & ZNF524 & ZNF579 & ZNF580 & ZNF581 & ZNF628 & ZNF784 & ZNF865","281"
"chr17",49068425,6.51244,"SPAG9","246"
"chr5",3605635,6.51039,"IRX1 & LINC01019","19"
"chr9",89865709,6.51004,"C9orf170","450"
"chr15",95241143,6.50815,"NONAME","477"
"chr20",23702171,6.50767,"CST1 & CST3 & CST4","119"
"chr8",4710803,6.50384,"CSMD1","24"
"chr7",107739625,6.50384,"LAMB1 & LAMB4 & NRCAM","539"
"chr6",20582352,6.50384,"CDKAL1 & E2F3","103"
"chr4",180591189,6.50384,"NONAME","903"
"chr3",20755174,6.50384,"NONAME","104"
"chr20",48661650,6.50384,"RNF114 & SNAI1 & TMEM189 & TMEM189-UBE2V1 & TRERNA1 & UBE2V1","244"
"chr18",6839430,6.50384,"ARHGAP28 & LINC00668","35"
"chr18",63595610,6.50384,"CDH7","318"
"chr7",22058731,6.50289,"CDCA7L & RAPGEF5","111"
"chr17",21517707,6.50221,"C17orf51","108"
"chr6",107286750,6.50059,"BEND3 & C6orf203 & LINC02532 & MIR587","537"
"chr6",104282552,6.50059,"NONAME","522"
"chr5",13178690,6.50047,"NONAME","66"
"chr17",34071852,6.498,"AP2B1 & C17orf50 & GAS2L2 & MMP28 & RASL10B & TAF15","171"
"chr11",61598288,6.49718,"DAGLA & DKFZP434K028 & FADS1 & FADS2 & FADS3 & FEN1 & MIR1908 & MIR611 & MIR6746 & MYRF & RAB3IL1 & TMEM258","308"
"chr7",54473845,6.49682,"LINC01445","273"
"chr2",137971113,6.49682,"THSD7B","690"
"chr9",103521408,6.4948,"NONAME","518"
"chr9",5056482,6.49445,"JAK2","26"
"chr14",74239654,6.49379,"DNAL1 & ELMSAN1 & LINC02274 & LOC100506476 & MIR4505 & PNMA1 & PTGR2","372"
"chr7",137019445,6.49375,"DGKI & PTN","686"
"chr10",49984053,6.49365,"WDFY4","250"
"chr14",51295713,6.49177,"ABHD12B & LOC105370489 & NIN & PYGL","257"
"chr13",71818540,6.49177,"LINC00348","360"
"chr13",101179676,6.49177,"GGACT & PCCA & PCCA-AS1 & TMTC4","506"
"chr19",7004807,6.49129,"ADGRE1 & ADGRE4P & FLJ25758 & MBD3L2 & MBD3L2B & MBD3L3 & MBD3L4 & MBD3L5 & ZNF557","36"
"chr10",108417238,6.49129,"SORCS1","543"
"chr6",96427121,6.49128,"FUT9","483"
"chr10",61139869,6.48979,"FAM13C","306"
"chr18",71653851,6.48813,"FBXO15","359"
"chr7",109104147,6.485,"NONAME","546"
"chr4",13597251,6.485,"BOD1L1 & LINC01096 & LINC01097 & LINC01182 & MIR5091 & NKX3-2","68"
"chr2",6845155,6.485,"LINC00487 & LINC01246 & MIR7515 & MIR7515HG","35"
"chr10",80466939,6.485,"NONAME","403"
"chr2",75657932,6.48477,"EVA1A & LOC101927884","379"
"chr13",100404896,6.48477,"CLYBL & CLYBL-AS1 & CLYBL-AS2 & LOC101927437","503"
"chr6",93908752,6.48463,"EPHA7","470"
"chr10",8228674,6.48305,"LINC00708","42"
"chr1",161955656,6.47854,"ATF6 & NOS1AP & OLFML2B","810"
"chr19",56778234,6.47678,"EDDM13 & GALP & ZSCAN5A & ZSCAN5B & ZSCAN5C","284"
"chr3",118253123,6.47648,"LOC105374060","592"
"chr5",1844067,6.47462,"CTD-2194D22.4 & IRX4 & LINC02116 & MRPL36 & NDUFS6","10"
"chr17",70428109,6.47462,"LINC00673 & LINC02003","353"
"chr19",57407350,6.47341,"MIMT1 & PEG3 & PEG3-AS1 & ZIM2 & ZIM2-AS1","288"
"chr16",62642846,6.4679,"NONAME","314"
"chr1",176788394,6.46373,"ASTN1 & PAPPA2","884"
"chr6",166700950,6.46025,"LOC100289495 & LOC101929297 & MPC1 & PRR18 & SFT2D1","834"
"chr4",172128219,6.46025,"MIR6082","861"
"chr14",96598695,6.45967,"BDKRB2 & C14orf132","483"
"chr9",117257846,6.45848,"ATP6V1G1 & WHRN","587"
"chr7",29767480,6.45848,"DPY19L2P3 & LOC646762 & MIR550A3 & WIPF3 & ZNRF2P2","149"
"chr7",27596465,6.45848,"HIBADH & TSL","138"
"chr2",32012421,6.45848,"LINC01946 & MEMO1","161"
"chr19",48680249,6.45848,"CARD8 & CARD8-AS1 & LIG1 & PLA2G4C & ZNF114 & ZSWIM9","244"
"chr11",121778571,6.45848,"NONAME","609"
"chr12",73163463,6.45774,"NONAME","366"
"chr1",216054920,6.45771,"USH2A","1081"
"chr11",7245475,6.45734,"MIR302E & SYT9","37"
"chr4",77024534,6.45556,"ART3 & CXCL10 & CXCL11 & CXCL9 & LOC101928809 & NUP54 & SCARB2","386"
"chr8",35024364,6.45407,"UNC5D","176"
"chr7",19748769,6.45407,"MIR3146 & TMEM196 & TWISTNB","99"
"chr6",150335143,6.45407,"LOC105378052 & RAET1E-AS1 & RAET1G & RAET1K & RAET1L & ULBP1 & ULBP2 & ULBP3","752"
"chr5",25437196,6.45407,"NONAME","128"
"chr4",117076332,6.45407,"NONAME","586"
"chr20",9802796,6.45407,"PAK5","50"
"chr18",8923092,6.45407,"MTCL1","45"
"chr17",57106185,6.45407,"PPM1E & SKA2 & TRIM37","286"
"chr17",12636395,6.45407,"ARHGAP44 & LINC00670 & LOC100128006 & LOC101928418 & MYOCD","64"
"chr15",99951910,6.45407,"LRRC28","500"
"chr15",70454872,6.45407,"MIR629 & TLE3","353"
"chr11",90472781,6.45407,"DISC1FP1","453"
"chr11",27696743,6.45407,"BDNF & BDNF-AS & LINC00678","139"
"chr10",57705421,6.45407,"NONAME","289"
"chr2",142506366,6.45312,"LRP1B","713"
"chr6",64977136,6.44937,"EYS","325"
"chr5",90329458,6.44937,"ADGRV1","452"
"chr2",167641902,6.44937,"NONAME","839"
"chr11",108484818,6.44937,"DDX10 & EXPH5","543"
"chr14",46759568,6.4487,"LINC00871","234"
"chr7",133491069,6.44816,"EXOC4 & LOC101928861","668"
"chr22",50063614,6.44816,"C22orf34","251"
"chr19",12669655,6.44522,"MAN2B1 & ZNF490 & ZNF564 & ZNF709 & ZNF791","64"
"chr8",20121441,6.44304,"ATP6V1B2 & LZTS1 & LZTS1-AS1 & SLC18A1","101"
"chr10",48453200,6.44183,"GDF10 & GDF2 & RBP3 & ZNF488","243"
"chr1",58783853,6.44183,"DAB1","294"
"chr7",68124614,6.44131,"NONAME","341"
"chr22",42538669,6.44129,"CYP2D6 & LOC101929829 & NAGA & NDUFA6 & NDUFA6-DT & PHETA2 & SMDT1 & TCF20","213"
"chr4",122149001,6.44039,"TNIP3","611"
"chr6",78180535,6.43943,"HTR1B","391"
"chr6",78439179,6.43809,"MEI4","393"
"chr5",106783105,6.43809,"EFNA5","534"
"chr5",489716,6.43563,"AHRR & EXOC3 & EXOC3-AS1 & MIR4456 & PP7080 & SLC9A3 & SLC9A3-AS1","3"
"chr2",27458790,6.43104,"ATRAID & CAD & DNAJC5G & GTF3C2 & GTF3C2-AS1 & MPV17 & PRR30 & SLC30A3 & SLC5A6 & TCF23 & TRIM54 & UCN","138"
"chr10",59243761,6.43035,"NONAME","297"
"chr16",8761245,6.42978,"ABAT & METTL22","44"
"chr16",89170421,6.42445,"ACSF3 & CDH15 & LINC00304 & LINC02138 & SLC22A31","446"
"chr5",92017838,6.42176,"NONAME","461"
"chr20",10671782,6.42176,"JAG1 & LINC01752 & MIR6870 & SLX4IP","54"
"chr13",70999538,6.42176,"NONAME","355"
"chr10",124293582,6.42176,"ARMS2 & DMBT1 & HTRA1","622"
"chr19",11767362,6.42116,"ACP5 & ELOF1 & ZNF627 & ZNF823 & ZNF833P","59"
"chr13",33866133,6.42116,"LINC02344 & STARD13 & STARD13-AS","170"
"chr8",132598387,6.41914,"NONAME","663"
"chr16",82342304,6.41914,"NONAME","412"
"chr6",114741868,6.4166,"HDAC2-AS2","574"
"chr4",189676789,6.4166,"LINC02508","949"
"chr17",65633567,6.41149,"NOL11 & PITPNC1","329"
"chr1",108021758,6.41149,"NTNG1 & VAV3","541"
"chr9",90213762,6.40578,"DAPK1 & DAPK1-IT1","452"
"chr8",109624930,6.40519,"TMEM74","549"
"chr6",9289075,6.40512,"NONAME","47"
"chr6",122455832,6.40512,"NONAME","613"
"chr4",181921938,6.40512,"LINC00290","910"
"chr4",10865795,6.40512,"NONAME","55"
"chr12",5214460,6.40512,"KCNA5","27"
"chr11",86469990,6.40512,"ME3 & OR7E2P & PRSS23","433"
"chr22",21315708,6.39899,"AIFM3 & CRKL & LINC01637 & LRRC74B & LZTR1 & MIR649 & P2RX6 & P2RX6P & SLC7A4 & SNAP29 & THAP7 & THAP7-AS1 & TUBA3FP","107"
"chr1",7151479,6.39886,"CAMTA1","36"
"chr7",18189670,6.39825,"HDAC9 & MIR1302-6","91"
"chr7",146731727,6.39825,"CNTNAP2 & LOC101928700","734"
"chr5",44268215,6.39329,"FGF10","222"
"chr17",1265325,6.3906,"BHLHA9 & CRK & TRARG1 & YWHAE","7"
"chr12",110169146,6.3906,"FAM222A & FAM222A-AS1 & TRPV4","551"
"chr14",29869330,6.39014,"NONAME","150"
"chr20",36604698,6.38844,"RPRD1B & TTI1 & VSTM2L","184"
"chr1",49396826,6.38722,"AGBL4","247"
"chr10",71076335,6.38603,"HK1 & HKDC1 & LOC101928994 & TACR2","356"
"chr18",20146740,6.38302,"NONAME","101"
"chr1",73661784,6.38284,"NONAME","369"
"chr9",105848789,6.38079,"CYLC2 & LINC01492","530"
"chr4",11427832,6.38079,"HS3ST1 & MIR572","58"
"chr9",112600972,6.37446,"PALM2 & PALM2-AKAP2","564"
"chr17",75539771,6.37431,"LOC100507351 & LOC400622 & SEPT9","378"
"chr14",92460763,6.37431,"ATXN3 & FBLN5 & TRIP11","463"
"chr6",57085626,6.37384,"BAG2 & LOC100506188 & PRIM2 & RAB23 & ZNF451 & ZNF451-AS1","286"
"chr21",45876716,6.37384,"KRTAP10-1 & KRTAP10-2 & LINC02575 & LRRC3 & LRRC3-DT & TRPM2 & TRPM2-AS & TSPEAR & TSPEAR-AS1 & TSPEAR-AS2","230"
"chr17",60190630,6.37176,"MED13","301"
"chr3",46390172,6.37078,"CCR2 & CCR3 & CCR5 & CCRL2 & LINC02009 & LOC102724297 & LTF","232"
"chr3",104948130,6.37078,"NONAME","525"
"chr16",4065613,6.37078,"ADCY9 & LOC102724927","21"
"chr12",87884801,6.37078,"NONAME","440"
"chr9",81712695,6.37016,"LOC101927450","409"
"chr17",60214389,6.37016,"MED13","302"
"chr17",55004694,6.36951,"C17orf67 & COIL & DGKE & MIR3614 & MTVR2 & SCPEP1 & TRIM25","276"
"chr10",17140335,6.36687,"CUBN & TRDMT1","86"
"chr2",114894687,6.36542,"NONAME","575"
"chr16",14378042,6.36542,"LINC02130 & MIR193B & MIR193BHG & MIR365A & MRTFB","72"
"chr10",64350533,6.36542,"ZNF365","322"
"chr13",99975333,6.36291,"FKSG29 & GPR18 & GPR183 & MIR623 & UBAC2","500"
"chr4",9860579,6.36261,"DRD5 & SLC2A9","50"
"chr7",13409920,6.36247,"NONAME","68"
"chr10",90894233,6.35964,"CH25H & LIPA & MIR4679-1 & MIR4679-2","455"
"chr12",127196177,6.35881,"LINC00943 & LINC00944 & LOC100996671","636"
"chr10",31716705,6.35881,"ZEB1","159"
"chr19",55712541,6.35865,"BRSK1 & DNAAF3 & HSPBP1 & MIR6802 & MIR6803 & MIR6804 & MIR7975 & PPP1R12C & PPP6R1 & PTPRH & SYT5 & TMEM86B & TNNI3 & TNNT1","279"
"chr15",72049764,6.35865,"MYO9A & NR2E3 & THSD4 & THSD4-AS2","361"
"chr4",126392486,6.35667,"FAT4 & MIR2054","632"
"chr10",4454282,6.35315,"LINC00703","23"
"chr14",55894478,6.35043,"ATG14 & FBXO34 & TBPL2","280"
"chr15",54855854,6.34954,"UNC13C","275"
"chr4",10505462,6.34794,"CLNK & ZNF518B","53"
"chr3",13869186,6.34766,"LINC00620 & WNT7A","70"
"chr6",13787316,6.34761,"MCUR1 & RANBP9","69"
"chr4",7285445,6.34761,"MIR4798 & SORCS2","37"
"chr3",62369677,6.34761,"C3orf14 & CADPS & FEZF2 & PTPRG & PTPRG-AS1","312"
"chr18",25752582,6.34669,"CDH2","129"
"chr2",224230617,6.34628,"NONAME","1122"
"chr17",72040153,6.34628,"NONAME","361"
"chr15",25955429,6.34628,"ATP10A","130"
"chr2",64647281,6.3437,"LGALSL & LINC01805 & MIR4433A & MIR4433B","324"
"chr9",115150393,6.34323,"C9orf147 & HSDL2 & KIAA1958 & PTBP3","576"
"chr8",33263514,6.34323,"FUT10 & MAK16 & TTI2","167"
"chr9",10616298,6.34094,"PTPRD & PTPRD-AS2","54"
"chr5",79327855,6.34094,"CTD-2201I18.1 & LINC01455 & MTX3 & SERINC5 & THBS4","397"
"chr18",41264125,6.34094,"NONAME","207"
"chr14",78786133,6.34094,"NRXN3","394"
"chr5",59400953,6.33654,"PDE4D","298"
"chr7",38344048,6.33469,"AMPH & STARD3NL & TARP & TRG-AS1","192"
"chr13",60421219,6.33469,"DIAPH3","303"
"chr12",117347885,6.33469,"FBXW8 & HRK & LOC100506551 & RNFT2","587"
"chr6",160584214,6.33404,"IGF2R & LOC729603 & SLC22A1 & SLC22A2","803"
"chr4",33612363,6.33327,"NONAME","169"
"chr3",183189632,6.33158,"KLHL6 & KLHL6-AS1 & LINC00888 & MCF2L2 & SNORA63D & SNORA63E","916"
"chr8",81605047,6.33139,"ZNF704","409"
"chr6",130079152,6.33139,"ARHGAP18 & TMEM244","651"
"chr2",233039253,6.33139,"DIS3L2","1166"
"chr17",68860846,6.33139,"NONAME","345"
"chr1",57014289,6.33139,"LOC101929935 & PLPP3 & PRKAA2","286"
"chr7",5373096,6.33042,"LOC100129484 & SLC29A4 & TNRC18 & WIPI2","27"
"chr6",65813060,6.33042,"EYS","330"
"chr3",195751633,6.33042,"SDHAP1 & TFRC","979"
"chr17",33336914,6.32931,"CCT6B & LIG3 & RAD51D & RAD51L3-RFFL & RFFL & ZNF830","167"
"chr14",74806481,6.32931,"ABCD4 & SYNDIG1L & VRTN & VSX2","375"
"chr6",139227806,6.32671,"ECT2L & REPS1","697"
"chr4",12851061,6.32637,"NONAME","65"
"chr2",22477623,6.32637,"NONAME","113"
"chr19",56806350,6.32637,"EDDM13 & ZNF542P & ZNF582 & ZNF582-AS1 & ZSCAN5A & ZSCAN5C","285"
"chr10",86161585,6.32637,"CCSER2","431"
"chr3",129053615,6.32572,"COPG1 & EFCAB12 & H1FX & H1FX-AS1 & HMCES & MBD4 & MIR6826 & RPL32P3 & SNORA7B","646"
"chr18",49964562,6.32572,"DCC","250"
"chr5",123152792,6.32521,"NONAME","616"
"chr10",67344031,6.32339,"LINC01515","337"
"chr9",37452143,6.31944,"FBXO10 & GRHPR & POLR1E & ZBTB5 & ZCCHC7","188"
"chr4",147076578,6.31944,"LINC01095 & LSM6 & REELD1 & SLC10A7","736"
"chr2",182546908,6.31944,"CERKL & NEUROD1","913"
"chr14",101618292,6.31944,"LINC02285 & MEG9 & MIR134 & MIR154 & MIR323B & MIR369 & MIR377 & MIR382 & MIR409 & MIR410 & MIR412 & MIR485 & MIR487A & MIR496 & MIR541 & MIR656 & MIR668","509"
"chr21",28152270,6.318,"ADAMTS1","141"
"chr2",49815917,6.31618,"NONAME","250"
"chr1",82179353,6.31604,"ADGRL2","411"
"chr15",24048452,6.31074,"NONAME","121"
"chr14",90853575,6.31057,"CALM1 & LINC00642 & LINC02317 & NRDE2","455"
"chr12",11134494,6.31057,"PRH1 & PRH1-PRR4 & PRH1-TAS2R14 & PRH2 & TAS2R13 & TAS2R14 & TAS2R19 & TAS2R20 & TAS2R31 & TAS2R46 & TAS2R50","56"
"chr20",11675590,6.30954,"NONAME","59"
"chr15",70240939,6.30812,"TLE3","352"
"chr1",38920095,6.30499,"LINC01685","195"
"chr13",107067183,6.30403,"EFNB2 & LINC00460","536"
"chr10",55118824,6.30355,"NONAME","276"
"chr4",5941735,6.30235,"C4orf50 & CRMP1 & JAKMIP1 & MIR378D1","30"
"chr2",33630693,6.30163,"LTBP1 & MIR4430 & RASGRP3","169"
"chr9",127594573,6.29995,"ARPC5L & GOLGA1 & NR6A1 & OLFML2A & RPL35 & WDR38","638"
"chr5",91330979,6.29961,"NONAME","457"
"chr12",128647382,6.29961,"LINC02368 & LINC02369","644"
"chr10",34092175,6.29961,"LINC00838","171"
"chr10",107985705,6.29814,"LOC105378470","540"
"chr6",89998039,6.29343,"GABRR1 & GABRR2 & RRAGD & UBE2J1","450"
"chr8",144515885,6.29235,"MAFA & MAFA-AS1 & RHPN1 & RHPN1-AS1 & SNORD149 & TOP1MT & ZC3H3","723"
"chr5",163241440,6.29235,"NONAME","817"
"chr4",21703026,6.29235,"KCNIP4 & LOC105374516","109"
"chr15",100630639,6.29235,"ADAMTS17","504"
"chr4",40375653,6.2919,"CHRNA9 & LINC02265 & RBM47","202"
"chr2",56880917,6.2919,"NONAME","285"
"chr2",38500959,6.2919,"ATL2 & CYP1B1-AS1","193"
"chr18",49273487,6.28669,"NONAME","247"
"chr2",232590718,6.28474,"COPS7B & MIR1244-1 & MIR1244-2 & MIR1244-3 & MIR1244-4 & PDE6D & PTMA","1163"
"chr16",24592604,6.27893,"LINC01567 & RBBP6 & TNRC6A","123"
"chr17",32745024,6.27814,"CCL1 & CCL13 & CCL8","164"
"chr5",161812558,6.27504,"NONAME","810"
"chr4",7591625,6.27504,"SORCS2","38"
"chr14",90370588,6.27504,"EFCAB11 & TDP1","452"
"chr2",240855755,6.27444,"MIR4786 & NDUFA10","1205"
"chr2",233961781,6.27444,"INPP5D & LOC101928881 & NEU2 & NGEF","1170"
"chr15",100518631,6.27444,"ADAMTS17 & LOC400464","503"
"chr10",120167828,6.27444,"FAM204A & LINC00867","601"
"chr19",57810202,6.27395,"AURKC & TRAPPC2B & ZNF264 & ZNF304 & ZNF460 & ZNF460-AS1 & ZNF543 & ZNF547 & ZNF548 & ZNF805","290"
"chr1",41334576,6.27359,"CITED4 & KCNQ4 & NFYC","207"
"chr9",77212629,6.272,"RORB & RORB-AS1","387"
"chr8",67739147,6.272,"C8orf44-SGK3 & MCMDC2 & PTTG3P & SGK3 & SNHG6 & SNORD87","339"
"chr5",137395104,6.272,"BRD8 & FAM13B & LOC100130172 & NME5 & WNT8A","687"
"chr2",125555164,6.272,"CNTNAP5","628"
"chr17",47979147,6.272,"DLX3 & DLX4 & FLJ45513 & KAT7 & TAC4","240"
"chr14",45506857,6.272,"FANCM & FKBP3 & KLHL28 & PRPF39 & SNORD127 & TOGARAM1","228"
"chr4",58207032,6.27155,"LINC02380","292"
"chr18",20262294,6.26881,"LOC101927571","102"
"chr7",43462291,6.26732,"HECW1 & LUARIS","218"
"chr2",860229,6.26732,"LINC01115 & LINC01939 & SNTG2 & SNTG2-AS1","5"
"chr17",65286207,6.26732,"HELZ & LOC101928021 & PITPNC1 & PSMD12","327"
"chr18",8325210,6.26597,"LOC100192426 & PTPRM","42"
"chr14",102600166,6.26597,"DYNC1H1 & HSP90AA1 & MOK & WDR20","514"
"chr8",15325684,6.26516,"TUSC3","77"
"chr7",91516907,6.26516,"AKAP9 & MTERF1","458"
"chr4",10761459,6.26516,"CLNK","54"
"chr1",46454985,6.26516,"LOC110117498-PIK3R3 & MAST2 & PIK3R3","233"
"chr1",246041086,6.26516,"SMYD3","1231"
"chr22",25223623,6.26501,"PIWIL3 & SGSM1 & TOP1P2","127"
"chr12",94523693,6.26448,"PLXNC1","473"
"chr12",104643964,6.26448,"EID3 & TXNRD1","524"
"chr7",65074870,6.26405,"INTS4P2 & LOC101929322 & LOC441242","326"
"chr11",84946753,6.26405,"DLG2","425"
"chr11",61306747,6.26405,"LOC101927495 & LRRC10B & MIR4488 & PPP1R32 & RPLP0P2 & SDHAF2 & SYT7","307"
"chr11",17399731,6.26405,"ABCC8 & KCNJ11 & NCR3LG1 & NUCB2","87"
"chr9",89057776,6.26344,"TUT7","446"
"chr6",72461224,6.26344,"NONAME","363"
"chr15",36990789,6.26291,"C15orf41","185"
"chr12",32251181,6.26182,"BICD1","162"
"chr12",62548737,6.25948,"FAM19A2","313"
"chr5",6204428,6.25881,"NONAME","32"
"chr9",81462178,6.25703,"NONAME","408"
"chr6",151432892,6.25703,"LOC102723831 & MTHFD1L","758"
"chr11",85780073,6.25703,"PICALM","429"
"chr10",19033057,6.25703,"ARL5B & NSUN6","96"
"chr8",108806487,6.25615,"NONAME","545"
"chr11",86019782,6.25615,"CCDC81 & EED & HIKESHI & MIR6755","431"
"chr1",248129689,6.25615,"OR2AJ1 & OR2AK2 & OR2L13 & OR2L1P & OR2L2 & OR2L3 & OR2L5 & OR2L8 & OR2T8 & OR2W3 & TRIM58","1241"
"chr7",33605613,6.25464,"BBS9","169"
"chr6",34644863,6.25464,"C6orf106 & LOC101929243 & SNRPC","174"
"chr2",190827023,6.25464,"MSTN & PMS1","955"
"chr15",97337136,6.25003,"SPATA8 & SPATA8-AS1","487"
"chr6",70988980,6.2498,"COL19A1 & COL9A1","355"
"chr6",166859649,6.2498,"LOC100289495 & MIR1913 & MPC1 & RPS6KA2 & RPS6KA2-IT1","835"
"chr5",170902275,6.2498,"FGF18 & MIR3912 & NPM1","855"
"chr5",105871361,6.2498,"NONAME","530"
"chr13",49473815,6.2498,"FNDC3A","248"
"chr1",107478785,6.2498,"LINC01661","538"
"chr12",15263753,6.24933,"RERG & RERG-AS1","77"
"chr6",39244214,6.24876,"KCNK16 & KCNK17 & KCNK5 & KIF6","197"
"chr2",224927844,6.24782,"MRPL44 & SERPINE2","1125"
"chr16",77597727,6.24553,"NONAME","388"
"chr7",25452070,6.24477,"NONAME","128"
"chr12",104007267,6.24477,"LINC02401 & STAB2","521"
"chr5",169704002,6.24117,"C5orf58 & KCNIP1 & LCP2 & LINC01187 & LINC01366 & LOC100128059","849"
"chr16",50913162,6.24117,"CYLD & LINC02168","255"
"chr9",97362296,6.23554,"FBP1 & FBP2 & PCAT7","487"
"chr16",86689426,6.23554,"FLJ30679 & FOXC2 & FOXC2-AS1 & FOXL1 & LINC02188 & LINC02189","434"
"chr9",107817821,6.23318,"NONAME","540"
"chr7",147148456,6.23318,"CNTNAP2 & MIR548F4","736"
"chr5",137422740,6.23318,"BRD8 & FAM13B & KIF20A & LOC100130172 & NME5 & WNT8A","688"
"chr11",98067826,6.23318,"NONAME","491"
"chr10",131824312,6.23318,"C10orf143 & CTAGE7P & EBF3","660"
"chr1",78272992,6.23318,"MIGA1 & NEXN & NEXN-AS1 & USP33","392"
"chr9",104988993,6.23221,"NONAME","525"
"chr2",98896807,6.2294,"CNGA3 & VWA3B","495"
"chr5",111311804,6.22912,"NREP & NREP-AS1","557"
"chr16",52377770,6.22912,"CASC22 & TOX3","262"
"chr13",35327771,6.22912,"NONAME","177"
"chr6",123716251,6.22863,"TRDN & TRDN-AS1","619"
"chr3",99403730,6.22622,"COL8A1 & MIR548G","498"
"chr21",31249235,6.22622,"GRIK1","157"
"chr9",138635507,6.22518,"CAMSAP1 & KCNT1 & LCN9 & SOHLH1","694"
"chr5",124137581,6.22518,"ZNF608","621"
"chr10",80021895,6.22518,"LINC00595 & LINC00856","401"
"chr7",40431102,6.2213,"SUGCT","203"
"chr4",105374592,6.2213,"CXXC4 & CXXC4-AS1","527"
"chr21",23970309,6.2213,"NONAME","120"
"chr18",54093844,6.2213,"NONAME","271"
"chr16",20211311,6.2213,"NONAME","102"
"chr14",25987427,6.2213,"NONAME","130"
"chr11",83961660,6.2213,"DLG2","420"
"chr10",97922410,6.2213,"BLNK & ENTPD1-AS1 & MIR3157 & ZNF518A","490"
"chr10",80302745,6.2213,"NONAME","402"
"chr1",202775658,6.22065,"KDM5B & KLHL12 & LOC148709 & MGAT4EP & PCAT6 & RABIF & SYT2","1014"
"chr3",62663342,6.22047,"CADPS","314"
"chr2",100887393,6.2204,"LINC01104 & LONRF2","505"
"chr6",152722228,6.218,"SYNE1 & SYNE1-AS1","764"
"chr17",31483348,6.218,"ASIC2","158"
"chr8",2761488,6.21565,"CSMD1","14"
"chr5",56313489,6.21298,"MIER3 & SETD9","282"
"chr2",76930858,6.20951,"LRRTM4","385"
"chr5",41231744,6.20657,"C6 & PLCXD3","207"
"chr3",129311820,6.20657,"H1FOO & IFT122 & PLXND1 & RHO & TMCC1","647"
"chr9",3971094,6.20639,"GLIS3 & GLIS3-AS1","20"
"chr12",128531821,6.20639,"LINC00507 & LINC00508 & LINC02368 & LINC02369 & LINC02441","643"
"chr7",37102715,6.20524,"ELMO1 & ELMO1-AS1","186"
"chr9",139813694,6.20144,"ABCA2 & AJM1 & C8G & CLIC3 & EDF1 & FBXW5 & LCN12 & LCNL1 & MAMDC4 & MIR4292 & MIR4479 & PAXX & PHPT1 & PRR31 & PTGDS & RABL6 & TRAF2","700"
