ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000069248,1,229440259,229508341,chr1:229440259,chr1:229508341,68082
ENSG00000070831,1,22025511,22101360,chr1:22025511,chr1:22101360,75849
ENSG00000070961,12,89588049,89709300,chr12:89588049,chr12:89709300,121251
ENSG00000071082,2,101002229,101024032,chr2:101002229,chr2:101024032,21803
ENSG00000071626,19,1407569,1435687,chr19:1407569,chr19:1435687,28118
ENSG00000073350,17,75525080,75575208,chr17:75525080,chr17:75575208,50128
ENSG00000073910,13,31846713,32299125,chr13:31846713,chr13:32299125,452412
ENSG00000074071,16,1771890,1773155,chr16:1771890,chr16:1773155,1265
ENSG00000074201,11,77514936,77637794,chr11:77514936,chr11:77637794,122858
ENSG00000074800,1,8861000,8879190,chr1:8861000,chr1:8879190,18190
ENSG00000074964,1,17539698,17697874,chr1:17539698,chr1:17697874,158176
ENSG00000075413,14,103385392,103503831,chr14:103385392,chr14:103503831,118439
ENSG00000076513,12,109999186,110039763,chr12:109999186,chr12:110039763,40577
ENSG00000076641,8,80967810,81112068,chr8:80967810,chr8:81112068,144258
ENSG00000076770,X,132369317,132489968,chrX:132369317,chrX:132489968,120651
ENSG00000077348,19,41386374,41397359,chr19:41386374,chr19:41397359,10985
ENSG00000078018,2,209424058,209734118,chr2:209424058,chr2:209734118,310060
ENSG00000079308,2,217799588,218033982,chr2:217799588,chr2:218033982,234394
ENSG00000080371,12,71754863,71800286,chr12:71754863,chr12:71800286,45423
ENSG00000081692,1,227730425,227735411,chr1:227730425,chr1:227735411,4986
ENSG00000081791,5,141923855,141942047,chr5:141923855,chr5:141942047,18192
ENSG00000082146,2,201387858,201480846,chr2:201387858,chr2:201480846,92988
ENSG00000082781,3,124761948,124901418,chr3:124761948,chr3:124901418,139470
ENSG00000083123,6,80106647,80346270,chr6:80106647,chr6:80346270,239623
ENSG00000083807,19,58479512,58512413,chr19:58479512,chr19:58512413,32901
ENSG00000084072,1,39692182,39763914,chr1:39692182,chr1:39763914,71732
ENSG00000085721,16,15060022,15094317,chr16:15060022,chr16:15094317,34295
ENSG00000086288,7,37848597,37900397,chr7:37848597,chr7:37900397,51800
ENSG00000086289,7,37683843,37951936,chr7:37683843,chr7:37951936,268093
ENSG00000086504,16,366969,371289,chr16:366969,chr16:371289,4320
ENSG00000086589,5,150690792,150701077,chr5:150690792,chr5:150701077,10285
ENSG00000086758,X,53532096,53686728,chrX:53532096,chrX:53686728,154632
ENSG00000087053,11,95832882,95925315,chr11:95832882,chr11:95925315,92433
ENSG00000087077,7,100867387,100873454,chr7:100867387,chr7:100873454,6067
ENSG00000087191,17,63827152,63832026,chr17:63827152,chr17:63832026,4874
ENSG00000087303,14,52004803,52069228,chr14:52004803,chr14:52069228,64425
ENSG00000088256,19,3094362,3123999,chr19:3094362,chr19:3123999,29637
ENSG00000088543,3,50558025,50571027,chr3:50558025,chr3:50571027,13002
ENSG00000089050,20,18486540,18497225,chr20:18486540,chr20:18497225,10685
ENSG00000089195,20,5937228,5950558,chr20:5937228,chr20:5950558,13330
ENSG00000089289,X,70133447,70166324,chrX:70133447,chrX:70166324,32877
ENSG00000089335,19,34677639,34686397,chr19:34677639,chr19:34686397,8758
ENSG00000090565,16,425649,523011,chr16:425649,chr16:523011,97362
ENSG00000090776,X,68829021,68842160,chrX:68829021,chrX:68842160,13139
ENSG00000090863,16,74447427,74607144,chr16:74447427,chr16:74607144,159717
ENSG00000090971,19,55485188,55487568,chr19:55485188,chr19:55487568,2380
ENSG00000091039,12,76351797,76559809,chr12:76351797,chr12:76559809,208012
ENSG00000091181,3,3066326,3126613,chr3:3066326,chr3:3126613,60287
ENSG00000091640,17,4959226,4967817,chr17:4959226,chr17:4967817,8591
ENSG00000091651,16,46689643,46698394,chr16:46689643,chr16:46698394,8751
ENSG00000091831,6,151656691,152129619,chr6:151656691,chr6:152129619,472928
ENSG00000091947,17,44011188,44023946,chr17:44011188,chr17:44023946,12758
ENSG00000099219,9,5765076,5833117,chr9:5765076,chr9:5833117,68041
ENSG00000099290,10,50067888,50133509,chr10:50067888,chr10:50133509,65621
ENSG00000099624,19,1241746,1244825,chr19:1241746,chr19:1244825,3079
ENSG00000099795,19,14566078,14572066,chr19:14566078,chr19:14572066,5988
ENSG00000099821,19,617221,633537,chr19:617221,chr19:633537,16316
ENSG00000099899,22,20111875,20117392,chr22:20111875,chr22:20117392,5517
ENSG00000099904,22,20129456,20148007,chr22:20129456,chr22:20148007,18551
ENSG00000099937,22,20774113,20787720,chr22:20774113,chr22:20787720,13607
ENSG00000100003,22,30396941,30425303,chr22:30396941,chr22:30425303,28362
ENSG00000100129,22,37848868,37889407,chr22:37848868,chr22:37889407,40539
ENSG00000100288,22,50578949,50601455,chr22:50578949,chr22:50601455,22506
ENSG00000100297,22,35400134,35425431,chr22:35400134,chr22:35425431,25297
ENSG00000100319,22,29730956,29767011,chr22:29730956,chr22:29767011,36055
ENSG00000100324,22,39399778,39437060,chr22:39399778,chr22:39437060,37282
ENSG00000100335,22,39499432,39518132,chr22:39499432,chr22:39518132,18700
ENSG00000100336,22,36189124,36204840,chr22:36189124,chr22:36204840,15716
ENSG00000100385,22,37125843,37175054,chr22:37125843,chr22:37175054,49211
ENSG00000100490,14,50329404,50416461,chr14:50329404,chr14:50416461,87057
ENSG00000100568,14,67647085,67674820,chr14:67647085,chr14:67674820,27735
ENSG00000100577,14,77320996,77331597,chr14:77320996,chr14:77331597,10601
ENSG00000100596,14,77505997,77616773,chr14:77505997,chr14:77616773,110776
ENSG00000100664,14,103333544,103345025,chr14:103333544,chr14:103345025,11481
ENSG00000100784,14,90847861,91060641,chr14:90847861,chr14:91060641,212780
ENSG00000100902,14,35278633,35317493,chr14:35278633,chr14:35317493,38860
ENSG00000101096,20,51386957,51562831,chr20:51386957,chr20:51562831,175874
ENSG00000101191,20,62877738,62937952,chr20:62877738,chr20:62937952,60214
ENSG00000101417,20,33702758,33720319,chr20:33702758,chr20:33720319,17561
ENSG00000101773,18,22798261,23026488,chr18:22798261,chr18:23026488,228227
ENSG00000101842,X,108044970,108079184,chrX:108044970,chrX:108079184,34214
ENSG00000101882,X,119920672,119943751,chrX:119920672,chrX:119943751,23079
ENSG00000102178,X,154483717,154486615,chrX:154483717,chrX:154486615,2898
ENSG00000102606,13,111114559,111305737,chr13:111114559,chr13:111305737,191178
ENSG00000102974,16,67562467,67639177,chr16:67562467,chr16:67639177,76710
ENSG00000102984,16,71859680,71895336,chr16:71859680,chr16:71895336,35656
ENSG00000103043,16,70687439,70801160,chr16:70687439,chr16:70801160,113721
ENSG00000103047,16,68843531,69085182,chr16:68843531,chr16:69085182,241651
ENSG00000103174,16,5024844,5034141,chr16:5024844,chr16:5034141,9297
ENSG00000103202,16,396725,410367,chr16:396725,chr16:410367,13642
ENSG00000103257,16,87830023,87869507,chr16:87830023,chr16:87869507,39484
ENSG00000103275,16,1308880,1327018,chr16:1308880,chr16:1327018,18138
ENSG00000103381,16,12659799,12803887,chr16:12659799,chr16:12803887,144088
ENSG00000103544,16,19555240,19706793,chr16:19555240,chr16:19706793,151553
ENSG00000104043,15,49858238,50182817,chr15:49858238,chr15:50182817,324579
ENSG00000104381,8,74321130,74488872,chr8:74321130,chr8:74488872,167742
ENSG00000104611,8,19313693,19396218,chr8:19313693,chr8:19396218,82525
ENSG00000104691,8,30732247,30767006,chr8:30732247,chr8:30767006,34759
ENSG00000104866,19,45091396,45148077,chr19:45091396,chr19:45148077,56681
ENSG00000104936,19,45769717,45782552,chr19:45769717,chr19:45782552,12835
ENSG00000104969,19,2754715,2783282,chr19:2754715,chr19:2783282,28567
ENSG00000104979,19,13774456,13778773,chr19:13774456,chr19:13778773,4317
ENSG00000104998,19,14031762,14053218,chr19:14031762,chr19:14053218,21456
ENSG00000105088,19,9853718,9936552,chr19:9853718,chr19:9936552,82834
ENSG00000105135,19,15114984,15125786,chr19:15114984,chr19:15125786,10802
ENSG00000105171,19,29606283,29617237,chr19:29606283,chr19:29617237,10954
ENSG00000105205,19,39731255,39738029,chr19:39731255,chr19:39738029,6774
ENSG00000105289,19,3708362,3750813,chr19:3708362,chr19:3750813,42451
ENSG00000105323,19,41262496,41307787,chr19:41262496,chr19:41307787,45291
ENSG00000105329,19,41301587,41353922,chr19:41301587,chr19:41353922,52335
ENSG00000105374,19,51371606,51372701,chr19:51371606,chr19:51372701,1095
ENSG00000105612,19,12875209,12881466,chr19:12875209,chr19:12881466,6257
ENSG00000105698,19,35268962,35279821,chr19:35268962,chr19:35279821,10859
ENSG00000105701,19,18531751,18544077,chr19:18531751,chr19:18544077,12326
ENSG00000105810,7,92604921,92836594,chr7:92604921,chr7:92836594,231673
ENSG00000105851,7,106865278,106908980,chr7:106865278,chr7:106908980,43702
ENSG00000105928,7,24698355,24757940,chr7:24698355,chr7:24757940,59585
ENSG00000105968,7,44826791,44848083,chr7:44826791,chr7:44848083,21292
ENSG00000106009,7,2537810,2555694,chr7:2537810,chr7:2555694,17884
ENSG00000106351,7,100539203,100568220,chr7:100539203,chr7:100568220,29017
ENSG00000106404,7,101232092,101238820,chr7:101232092,chr7:101238820,6728
ENSG00000106459,7,129611720,129757082,chr7:129611720,chr7:129757082,145362
ENSG00000106479,7,149838375,149867479,chr7:149838375,chr7:149867479,29104
ENSG00000106526,7,150243916,150323725,chr7:150243916,chr7:150323725,79809
ENSG00000106537,7,16753755,16784536,chr7:16753755,chr7:16784536,30781
ENSG00000106560,7,150685697,150693641,chr7:150685697,chr7:150693641,7944
ENSG00000106682,7,74174245,74197101,chr7:74174245,chr7:74197101,22856
ENSG00000106714,9,39072767,39288315,chr9:39072767,chr9:39288315,215548
ENSG00000107164,9,130578965,130638352,chr9:130578965,chr9:130638352,59387
ENSG00000107566,10,100150094,100186033,chr10:100150094,chr10:100186033,35939
ENSG00000107651,10,119892730,119944657,chr10:119892730,chr10:119944657,51927
ENSG00000107854,10,91798426,91865475,chr10:91798426,chr10:91865475,67049
ENSG00000108352,17,40177010,40195656,chr17:40177010,chr17:40195656,18646
ENSG00000108375,17,58352500,58417595,chr17:58352500,chr17:58417595,65095
ENSG00000108671,17,32444379,32483319,chr17:32444379,chr17:32483319,38940
ENSG00000108784,17,42536241,42544449,chr17:42536241,chr17:42544449,8208
ENSG00000109189,4,52590960,52659301,chr4:52590960,chr4:52659301,68341
ENSG00000109270,4,99878336,99894428,chr4:99878336,chr4:99894428,16092
ENSG00000109475,4,108620566,108630412,chr4:108620566,chr4:108630412,9846
ENSG00000109572,4,169612633,169723673,chr4:169612633,chr4:169723673,111040
ENSG00000109674,4,177309874,177362936,chr4:177309874,chr4:177362936,53062
ENSG00000110237,11,73308276,73369388,chr11:73308276,chr11:73369388,61112
ENSG00000110536,11,47565430,47573461,chr11:47565430,chr11:47573461,8031
ENSG00000110713,11,3671083,3797792,chr11:3671083,chr11:3797792,126709
ENSG00000110925,12,51061205,51083664,chr12:51061205,chr12:51083664,22459
ENSG00000111058,12,80936414,81261210,chr12:80936414,chr12:81261210,324796
ENSG00000111266,12,12473282,12562863,chr12:12473282,chr12:12562863,89581
ENSG00000111335,12,112978395,113011723,chr12:112978395,chr12:113011723,33328
ENSG00000111364,12,123602077,123620943,chr12:123602077,chr12:123620943,18866
ENSG00000111371,12,46183063,46270017,chr12:46183063,chr12:46270017,86954
ENSG00000111670,12,101745499,101830959,chr12:101745499,chr12:101830959,85460
ENSG00000111678,12,6942978,6946003,chr12:6942978,chr12:6946003,3025
ENSG00000111845,6,10694972,10709782,chr6:10694972,chr6:10709782,14810
ENSG00000111863,6,11712054,11807046,chr6:11712054,chr6:11807046,94992
ENSG00000112146,6,53051991,53100873,chr6:53051991,chr6:53100873,48882
ENSG00000112294,6,24494867,24537207,chr6:24494867,chr6:24537207,42340
ENSG00000112304,6,24667035,24705065,chr6:24667035,chr6:24705065,38030
ENSG00000112599,6,42183284,42194956,chr6:42183284,chr6:42194956,11672
ENSG00000112624,6,42746958,42868560,chr6:42746958,chr6:42868560,121602
ENSG00000112972,5,43287470,43313512,chr5:43287470,chr5:43313512,26042
ENSG00000113161,5,75336329,75362101,chr5:75336329,chr5:75362101,25772
ENSG00000113460,5,34915677,34925996,chr5:34915677,chr5:34925996,10319
ENSG00000113532,5,100806933,100903282,chr5:100806933,chr5:100903282,96349
ENSG00000113716,5,150000046,150053142,chr5:150000046,chr5:150053142,53096
ENSG00000114023,3,122384176,122412334,chr3:122384176,chr3:122412334,28158
ENSG00000114378,3,50299890,50312381,chr3:50299890,chr3:50312381,12491
ENSG00000114573,3,113747033,113812056,chr3:113747033,chr3:113812056,65023
ENSG00000114638,3,119173517,119205143,chr3:119173517,chr3:119205143,31626
ENSG00000114742,3,39052013,39096671,chr3:39052013,chr3:39096671,44658
ENSG00000114744,3,149738472,149752495,chr3:149738472,chr3:149752495,14023
ENSG00000114861,3,70952817,71583993,chr3:70952817,chr3:71583993,631176
ENSG00000114902,3,52704955,52711148,chr3:52704955,chr3:52711148,6193
ENSG00000114933,2,205993721,206086303,chr2:205993721,chr2:206086303,92582
ENSG00000115234,2,27370496,27377535,chr2:27370496,chr2:27377535,7039
ENSG00000115275,2,74461057,74465410,chr2:74461057,chr2:74465410,4353
ENSG00000115307,2,74526645,74529760,chr2:74526645,chr2:74529760,3115
ENSG00000115414,2,215360440,215436073,chr2:215360440,chr2:215436073,75633
ENSG00000115568,2,218637916,218659655,chr2:218637916,chr2:218659655,21739
ENSG00000115607,2,102418689,102452565,chr2:102418689,chr2:102452565,33876
ENSG00000115718,2,127418427,127429246,chr2:127418427,chr2:127429246,10819
ENSG00000115840,2,171783405,171999859,chr2:171783405,chr2:171999859,216454
ENSG00000116030,2,202206180,202238608,chr2:202206180,chr2:202238608,32428
ENSG00000116095,2,178480457,178516463,chr2:178480457,chr2:178516463,36006
ENSG00000116212,1,53946085,53968168,chr1:53946085,chr1:53968168,22083
ENSG00000116288,1,7954291,7985505,chr1:7954291,chr1:7985505,31214
ENSG00000116473,1,111542218,111716691,chr1:111542218,chr1:111716691,174473
ENSG00000116685,1,11919591,11926428,chr1:11919591,chr1:11926428,6837
ENSG00000116874,1,119031216,119140671,chr1:119031216,chr1:119140671,109455
ENSG00000116985,1,39757182,39788865,chr1:39757182,chr1:39788865,31683
ENSG00000117266,1,205504595,205532793,chr1:205504595,chr1:205532793,28198
ENSG00000117523,1,171485551,171593511,chr1:171485551,chr1:171593511,107960
ENSG00000117602,1,24502351,24541040,chr1:24502351,chr1:24541040,38689
ENSG00000117640,1,25818640,25832942,chr1:25818640,chr1:25832942,14302
ENSG00000117697,1,212726153,212791782,chr1:212726153,chr1:212791782,65629
ENSG00000117751,1,27830782,27851676,chr1:27830782,chr1:27851676,20894
ENSG00000117859,1,51577179,51798427,chr1:51577179,chr1:51798427,221248
ENSG00000118402,6,79914814,79947553,chr6:79914814,chr6:79947553,32739
ENSG00000118508,6,146543833,146554953,chr6:146543833,chr6:146554953,11120
ENSG00000119314,9,112217716,112333667,chr9:112217716,chr9:112333667,115951
ENSG00000119321,9,113161006,113221318,chr9:113161006,chr9:113221318,60312
ENSG00000119335,9,128683424,128696400,chr9:128683424,chr9:128696400,12976
ENSG00000119574,19,58513530,58538911,chr19:58513530,chr19:58538911,25381
ENSG00000119655,14,74476192,74494177,chr14:74476192,chr14:74494177,17985
ENSG00000119661,14,73644875,73703732,chr14:73644875,chr14:73703732,58857
ENSG00000119737,2,53852912,53859967,chr2:53852912,chr2:53859967,7055
ENSG00000119771,2,23385179,23708611,chr2:23385179,chr2:23708611,323432
ENSG00000119787,2,38293954,38377285,chr2:38293954,chr2:38377285,83331
ENSG00000119953,10,110290730,110304938,chr10:110290730,chr10:110304938,14208
ENSG00000120215,9,5890889,5910606,chr9:5890889,chr9:5910606,19717
ENSG00000120370,1,170532129,170553446,chr1:170532129,chr1:170553446,21317
ENSG00000120696,13,41189834,41194569,chr13:41189834,chr13:41194569,4735
ENSG00000120784,19,37613749,37692337,chr19:37613749,chr19:37692337,78588
ENSG00000120805,12,101393116,101407772,chr12:101393116,chr12:101407772,14656
ENSG00000120868,12,98645141,98735433,chr12:98645141,chr12:98735433,90292
ENSG00000120942,1,11273206,11296049,chr1:11273206,chr1:11296049,22843
ENSG00000121621,11,28020619,28108156,chr11:28020619,chr11:28108156,87537
ENSG00000121766,1,31296982,31364953,chr1:31296982,chr1:31364953,67971
ENSG00000121851,1,145964690,145978848,chr1:145964690,chr1:145978848,14158
ENSG00000121895,4,38966744,39032922,chr4:38966744,chr4:39032922,66178
ENSG00000122203,5,176346062,176361807,chr5:176346062,chr5:176361807,15745
ENSG00000122406,1,92832013,92841924,chr1:92832013,chr1:92841924,9911
ENSG00000122643,7,33014114,33062797,chr7:33014114,chr7:33062797,48683
ENSG00000122696,9,37879400,37904353,chr9:37879400,chr9:37904353,24953
ENSG00000122786,7,134744252,134970729,chr7:134744252,chr7:134970729,226477
ENSG00000122877,10,62811996,62919900,chr10:62811996,chr10:62919900,107904
ENSG00000123130,X,23701055,23766475,chrX:23701055,chrX:23766475,65420
ENSG00000123297,12,57782761,57808071,chr12:57782761,chr12:57808071,25310
ENSG00000123353,12,55818041,55821879,chr12:55818041,chr12:55821879,3838
ENSG00000123405,12,54292111,54301015,chr12:54292111,chr12:54301015,8904
ENSG00000123411,12,56007659,56038435,chr12:56007659,chr12:56038435,30776
ENSG00000123427,12,57771492,57782541,chr12:57771492,chr12:57782541,11049
ENSG00000123636,2,159318979,159616569,chr2:159318979,chr2:159616569,297590
ENSG00000123739,4,109709989,109730070,chr4:109709989,chr4:109730070,20081
ENSG00000123992,2,219373527,219400022,chr2:219373527,chr2:219400022,26495
ENSG00000124074,16,67662945,67667265,chr16:67662945,chr16:67667265,4320
ENSG00000124155,20,45416084,45456934,chr20:45416084,chr20:45456934,40850
ENSG00000124313,X,53225828,53321350,chrX:53225828,chrX:53321350,95522
ENSG00000124496,6,42224931,42452051,chr6:42224931,chr6:42452051,227120
ENSG00000124713,6,42960754,42963880,chr6:42960754,chr6:42963880,3126
ENSG00000124721,6,38715311,39030792,chr6:38715311,chr6:39030792,315481
ENSG00000124762,6,36676460,36687339,chr6:36676460,chr6:36687339,10879
ENSG00000124788,6,16299112,16761491,chr6:16299112,chr6:16761491,462379
ENSG00000124802,6,8073360,8102559,chr6:8073360,chr6:8102559,29199
ENSG00000125249,13,97434169,97469128,chr13:97434169,chr13:97469128,34959
ENSG00000125354,X,119615724,119693370,chrX:119615724,chrX:119693370,77646
ENSG00000125462,1,156404250,156456763,chr1:156404250,chr1:156456763,52513
ENSG00000125651,19,6379572,6393981,chr19:6379572,chr19:6393981,14409
ENSG00000125691,17,38847860,38853764,chr17:38847860,chr17:38853764,5904
ENSG00000125821,20,18587893,18766644,chr20:18587893,chr20:18766644,178751
ENSG00000125835,20,2461634,2470853,chr20:2461634,chr20:2470853,9219
ENSG00000125846,20,18288283,18316996,chr20:18288283,chr20:18316996,28713
ENSG00000125885,20,5950652,5998977,chr20:5950652,chr20:5998977,48325
ENSG00000125952,14,65006174,65102695,chr14:65006174,chr14:65102695,96521
ENSG00000126216,13,112485011,112588205,chr13:112485011,chr13:112588205,103194
ENSG00000126243,19,35935358,35946624,chr19:35935358,chr19:35946624,11266
ENSG00000126247,19,36139953,36150353,chr19:36139953,chr19:36150353,10400
ENSG00000126264,19,35902529,35904377,chr19:35902529,chr19:35904377,1848
